Symbol,Gene_Symbol,CD11cC8_Y_F5_MACS,CD11cC8_Y_F4_MACS,CD11cC8_Y_F3_MACS,CD11cC8_O_F4_MACS,CD11cC8_O_F3_MACS,CD11cC8_O_F1_MACS,C8_Y_F6_MACS,C8_Y_F2_MACS,C8_Y_F1_MACS,C8_O_F7_MACS,C8_O_F4_MACS,C8_O_F2_MACS
ENSMUSG00000032498,Mlh1,11.57006586,12.70345147,28.08402554,0.715292233,18.87857287,20.09006743,23.63719206,4.098593169,0,27.29126092,0.238939434,20.84070736
ENSMUSG00000032500,Dclk3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032501,Trib1,722.8913753,704.0828054,647.7945118,1004.508725,698.8141647,815.626298,729.1510961,570.1358813,758.7077099,900.8317012,677.393295,630.6431934
ENSMUSG00000032502,Stac,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032503,Arpp21,0,1.797658227,11.79218752,0,0,0,0,5.392885748,0,0,4.778788677,2.033239742
ENSMUSG00000032504,Pdcd6ip,78.29606214,153.7597003,193.4849716,437.2819849,159.1632525,161.1771318,194.5003233,209.4596825,178.98481,67.12769823,148.8592673,196.0381985
ENSMUSG00000032507,Fbxl2,0,17.01783121,0.155160362,0,0,0,0,0,0,0,2.389394339,3.727606194
ENSMUSG00000032508,Myd88,278.3155569,334.3644301,233.9818261,271.3341869,174.5116858,195.5737624,165.0101122,99.66052863,181.2097593,106.5239539,156.9832081,78.95747665
ENSMUSG00000032511,Scn5a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032512,Wdr48,35.50266785,42.0652025,25.91178047,61.03827052,37.75714573,3.804937012,14.40743135,6.040032038,7.91093083,0.220090814,23.65500395,30.32915949
ENSMUSG00000032513,Gorasp1,0,8.988291133,0,0,0,0,0,0,0,0.220090814,0,0
ENSMUSG00000032514,Ttc21a,0,0,0,0,0,0,0,10.7857715,0,0,0.238939434,0
ENSMUSG00000032515,Csrnp1,491.0145759,512.6921262,425.2945526,693.5950349,484.3965526,307.1345156,624.4721027,423.449389,490.2304949,495.8646037,507.2684181,449.1765464
ENSMUSG00000032517,Mobp,4.437833481,0,0,0,12.73919958,0,0,0,0,0,0,0
ENSMUSG00000032518,Rpsa,191.9362981,274.5623331,177.6586146,180.4920734,165.9165632,266.3455909,148.1264036,166.9637428,195.3011049,162.2069298,130.2219915,207.5598903
ENSMUSG00000032519,Slc25a38,17.75133393,44.22239237,32.73883641,75.34411517,13.8135899,58.59602999,11.03068963,11.86434865,41.77960344,79.45278381,38.46924885,39.98704826
ENSMUSG00000032523,Hhatl,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032525,Nktr,281.3269439,150.1643839,215.2074223,206.2425937,156.2470502,228.6006157,247.6277264,397.9949682,281.8269108,231.9757178,300.8247472,322.0990625
ENSMUSG00000032526,Deb1,10.7775956,16.29876792,0.155160362,0.238430744,21.33432218,0,0,3.882877739,0.247216588,0,0.955757735,36.09000542
ENSMUSG00000032527,Pccb,31.85730463,29.00221939,7.137376657,0.238430744,1.534843322,0,0.225116115,6.471462898,23.23835931,16.72690185,0.238939434,17.28253781
ENSMUSG00000032528,Vipr1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032530,Lyzl4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032531,Amotl2,26.78549494,0.119843882,0,38.62578056,1.995296319,1.369777324,0.225116115,0,1.236082942,0.440181628,7.40712245,0
ENSMUSG00000032532,Cck,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032534,Cep63,28.84591763,32.83722361,30.25627061,68.66805433,28.39460146,17.50271026,6.978599562,1.725723439,27.6882579,15.18626616,28.43379263,0.677746581
ENSMUSG00000032536,Trak1,64.82406764,61.71959911,36.92816618,2.622738186,92.39756801,58.59602999,45.47345521,52.20313404,55.37651581,4.621907091,59.49591903,76.07705369
ENSMUSG00000032537,Ephb1,5.388797799,2.756409281,0,17.64387507,0,0,0,0,0,0.220090814,10.27439566,3.388732904
ENSMUSG00000032540,Abhd5,32.6497749,73.34445564,43.75522212,9.775660513,0.306968664,4.718121895,4.952554528,20.27725041,0,111.3659518,55.91182753,51.50874014
ENSMUSG00000032547,Ryk,0,6.950945143,0,0.238430744,0.460452997,0,22.06137926,0,0,0,6.929243582,2.202676387
ENSMUSG00000032548,Slco2a1,0.316988106,0,0.155160362,0.238430744,0,0,0,1.07857715,0.247216588,0.440181628,0,0.169436645
ENSMUSG00000032549,Rab6b,36.45363217,15.1003291,14.89539476,1.192153721,16.72979221,0,8.329296251,0,26.69939155,7.262996858,11.23015339,21.010144
ENSMUSG00000032551,1110059G10Rik,7.290726434,31.63878479,20.01568671,6.437630094,31.92474111,70.31523599,35.79346227,5.824316608,66.00682911,0,18.15939697,0.33887329
ENSMUSG00000032553,Srprb,25.35904847,53.33052739,21.10180925,11.44467572,35.14791208,18.7202901,38.94508788,46.59453287,6.427631299,0,7.40712245,64.8942351
ENSMUSG00000032554,Trf,79.40552051,99.9497974,177.3482939,176.9156122,77.04913479,108.973396,351.1811392,234.9141032,172.0627455,228.4542648,97.72622845,171.4698849
ENSMUSG00000032555,Topbp1,18.38531014,36.91191559,24.67049758,33.61873493,34.68745909,23.74280696,0.90046446,6.255747468,104.3254003,114.4472232,47.78788677,39.13986504
ENSMUSG00000032556,Bfsp2,0,0,0,0,0,0,7.203715677,0,0,13.86572127,0,0
ENSMUSG00000032557,Uba5,71.63931191,53.9297468,124.7489311,1.430584465,7.060279283,44.59386178,113.4585219,50.90884146,56.85981534,107.624408,62.84107111,96.40945111
ENSMUSG00000032558,Nphp3,0,0.119843882,7.137376657,0,0,0,0,0,0,0,0.238939434,14.57155149
ENSMUSG00000032560,Dnajc13,43.7443586,76.81992822,49.18583479,89.17309834,79.0444311,76.70753017,25.88835321,52.6345649,128.3054094,43.13779952,80.52258921,47.6116973
ENSMUSG00000032561,Acpp,0.792470265,0.838907172,0,0,2.916202313,0,0,0,0,0.440181628,5.017728111,0
ENSMUSG00000032562,Gnai2,1402.672368,2513.365889,2219.103499,1794.668212,1780.418254,1753.923765,1885.572578,2106.892604,2129.770909,2615.999414,1913.188047,1994.777624
ENSMUSG00000032563,Mrpl3,15.05693503,26.60534175,25.13597866,83.68919122,43.74303469,30.89608854,10.35534129,91.03191143,57.6014651,6.82281523,34.88515735,11.86056516
ENSMUSG00000032564,Cpne4,0,0,0,0,0,0.15219748,0,0,0,0,0,0
ENSMUSG00000032565,Nudt16,18.38531014,21.09252319,13.96443259,13.59055242,58.93798358,44.59386178,58.53018987,33.00446078,60.07363099,0.220090814,24.61076169,13.04662168
ENSMUSG00000032566,1700080E11Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032567,Aste1,0,11.50501265,13.4989515,0,57.55662459,0,0,11.86434865,0.247216588,0,3.345152074,22.02676387
ENSMUSG00000032570,Atp2c1,72.59027623,79.81602526,91.07913256,147.3501999,91.01620902,112.1695431,51.10135808,89.95333428,48.20723474,0,97.00941015,40.32592155
ENSMUSG00000032571,Pik3r4,17.59283987,34.39519407,24.51533721,36.47990386,37.75714573,36.98398776,31.29113997,46.59453287,71.69281064,0.880363255,32.49576301,29.14310297
ENSMUSG00000032572,Col6a4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032575,Manf,82.73389562,78.13821092,97.90618849,146.8733384,67.99355918,106.3860389,61.45669937,102.8962601,90.48127137,101.681956,72.15970903,38.80099175
ENSMUSG00000032577,Mapkapk3,88.59817557,151.9620421,122.2663653,36.24147312,127.5454801,138.1953123,99.7264389,107.6419995,181.2097593,153.1832065,117.319262,60.48888233
ENSMUSG00000032578,Cish,12.52103018,26.72518564,2.017084707,0,1.38135899,7.762071505,22.96184372,23.94441272,31.64372332,38.73598324,0.238939434,2.372113033
ENSMUSG00000032579,Hemk1,0,1.198438818,0,0,10.59041892,0,0,14.45293381,2.472165884,0,0,3.897042839
ENSMUSG00000032580,Rbm5,113.0062597,133.3862404,94.33750016,214.5876698,124.7827621,124.9541315,100.1766711,169.5523279,130.2831421,158.6854768,190.9126077,144.0211484
ENSMUSG00000032582,Rbm6,54.83894231,74.18336282,72.45988911,113.731465,107.5925169,81.1212571,122.0129343,69.24465301,107.2919994,20.46844569,117.7971409,74.89099717
ENSMUSG00000032583,Mon1a,0.475482159,16.53845568,1.396443259,10.96781423,14.88798023,0,6.528367332,10.35434064,30.90207355,0,24.61076169,1.355493161
ENSMUSG00000032584,Mst1r,0,5.992194089,0.775801811,0,10.12996593,0,2.701393379,14.66864924,0,28.17162418,0,0
ENSMUSG00000032586,Traip,0,5.033443034,6.361574847,2.384307442,3.223170977,14.61095813,7.203715677,0,0,0,0.238939434,0
ENSMUSG00000032589,Bsn,8.083196698,0.119843882,10.2405839,0,0,0,0,0,0,0,24.61076169,2.541549678
ENSMUSG00000032590,Apeh,24.72507225,28.04346833,21.41212997,35.0493194,23.94355583,31.65707594,2.926509494,39.90735454,17.55237778,96.39977648,77.17743714,17.28253781
ENSMUSG00000032591,Mst1,0,0,0,0,0,0,0,16.17865724,0,0,0,0
ENSMUSG00000032593,Amigo3,0,8.868447251,0,0.238430744,5.525435961,24.1993994,11.70603797,3.235731449,0,0,0,17.11310116
ENSMUSG00000032594,Ip6k1,71.16382976,53.09083963,58.49545652,75.58254592,62.46812322,48.70319376,39.62043622,45.30024029,55.6237324,119.2892211,45.8763713,56.93071278
ENSMUSG00000032595,Cdhr4,0,0,4.189329777,0,0,0,0,0,0.247216588,0,0,0
ENSMUSG00000032596,Uba7,34.39320948,53.9297468,37.39364727,77.01313038,65.38432554,66.05370653,45.24833909,23.72869729,85.04250642,35.21453022,17.44257867,74.72156053
ENSMUSG00000032598,Nckipsd,18.06832203,24.56799576,34.44560039,24.7967974,0.153484332,43.22408446,4.052090068,0.64714629,5.685981534,0,14.0974266,20.67127071
ENSMUSG00000032599,Ip6k2,4.754821587,24.68783965,0.310320724,0.476861488,0.153484332,10.50162615,0.45023223,35.37733051,79.60374147,0.220090814,26.28333773,7.455212388
ENSMUSG00000032601,Prkar2a,31.69881058,63.03788181,23.11889395,33.85716568,43.43606602,48.09440384,73.38785345,53.06599576,75.64827606,47.5396158,81.95622582,85.56550582
ENSMUSG00000032602,Slc25a20,37.88007864,32.35784808,51.04775914,90.6036828,62.31463889,68.94545866,26.78881767,11.21720236,9.641446949,50.40079638,31.7789447,61.16662891
ENSMUSG00000032604,Qars,55.15593041,105.1030843,50.89259877,77.48999187,83.8024454,146.4139762,25.21300487,26.10156702,123.8555108,0,59.9737979,108.9477629
ENSMUSG00000032606,Nicn1,0,10.18672995,0,0,0.306968664,0,0,0,0,0,0,8.132958969
ENSMUSG00000032607,Amt,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032609,Klhdc8b,0,0.119843882,0,0,0,0,0,0,0,0,0.716818302,0
ENSMUSG00000032611,1700102P08Rik,0,2.277033754,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032612,Usp4,64.19009143,53.21068351,125.5247329,132.329063,46.19878401,51.89934085,37.8195073,89.09047256,55.6237324,73.73042265,85.77925676,51.84761343
ENSMUSG00000032615,Nt5m,16.4833815,23.12986918,7.602857744,0,6.446341954,30.13510114,12.38138632,0,5.438764945,0.220090814,0.238939434,5.083099355
ENSMUSG00000032621,Srek1,87.33022315,70.58804636,55.54740964,17.88230582,40.21289505,20.09006743,116.1599153,53.71314205,129.5414923,57.22361161,120.6644141,5.591409291
ENSMUSG00000032623,Oas1d,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032624,Eml4,58.32581147,29.12206327,23.58437504,12.87526019,34.68745909,34.54882807,38.49485565,41.41736255,29.41877402,47.09943417,56.38970639,12.19943845
ENSMUSG00000032625,Thsd7a,0.158494053,0.119843882,2.94804688,15.02113689,0,0.15219748,0,14.02150295,0.247216588,0,7.646061884,1.186056516
ENSMUSG00000032633,Flcn,81.46594319,97.313232,54.77160783,52.21633298,118.7968732,77.77291253,104.2287612,49.61454888,37.57692144,179.3740133,33.92939961,23.04338374
ENSMUSG00000032637,Atxn2l,93.35299716,84.72962441,113.7325454,145.442754,43.89651902,26.17796664,119.0864248,137.8421597,251.666487,49.30034231,68.81455695,107.422833
ENSMUSG00000032640,Chsy1,57.2163531,109.8968396,56.32321145,125.8914329,57.09617159,80.51246718,89.37109761,162.4337187,207.1675011,208.8661824,253.9926182,225.1813014
ENSMUSG00000032641,Gpr19,0,0,5.430612674,0,0.153484332,0,1.125580574,0,1.483299531,0,4.778788677,0
ENSMUSG00000032643,Fhl3,0,5.273130798,0,0.238430744,0,0,0,0,0,0,0,0
ENSMUSG00000032648,Pygm,0,0,0,0,0,4.261529454,0,13.80578752,0,0.220090814,0,0.847183226
ENSMUSG00000032649,Colgalt2,0,0,0,0,11.97177791,0,0,0,0,0,0,0.169436645
ENSMUSG00000032652,Crebl2,13.7889826,5.992194089,25.75662011,49.83202554,18.1111512,12.78458836,10.5804574,21.57154299,8.899797184,0,47.31000791,17.28253781
ENSMUSG00000032656,March3,2.377410794,0,0.465481086,0,0,0,0,0,0,0,0,0.169436645
ENSMUSG00000032657,Fam189b,0,13.42251476,0,0.238430744,1.227874658,12.78458836,13.50696689,0,3.708248826,16.28672023,6.212425281,14.91042478
ENSMUSG00000032661,Oas3,34.07622137,60.04178477,45.61714646,1.192153721,66.45871586,164.068884,3.376741723,34.08303793,77.37879218,15.40635697,10.75227452,23.55169368
ENSMUSG00000032666,1700025G04Rik,34.23471543,34.99441348,14.27475331,81.78174527,19.49251019,2.891752129,142.7236168,81.75614794,63.28744664,104.5431366,11.94697169,35.41225884
ENSMUSG00000032667,Pon2,128.5386769,107.2602742,144.7646179,91.08054429,186.9439167,62.85755944,106.2548062,183.1424,178.98481,75.49114916,194.7356386,142.6656552
ENSMUSG00000032671,A930018P22Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032673,Prorsd1,35.02718569,70.46820248,47.47907081,90.84211355,30.54338212,20.24226491,21.1609148,100.7391058,60.81528075,85.83541741,18.63727584,56.08352956
ENSMUSG00000032679,Cd59a,1.267952423,5.752506325,1.241282897,20.26661326,0,0,0,0,0,0,0,0
ENSMUSG00000032680,6820408C15Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032688,Malt1,73.3827465,56.08693667,102.7161597,76.0594074,64.77038821,91.62288326,33.317185,45.08452486,120.6416952,43.79807196,43.7259164,51.50874014
ENSMUSG00000032690,Oas2,47.23122777,105.1030843,22.18793178,115.8773417,104.8297989,70.61963095,24.98788875,7.765755478,24.72165884,25.75062522,39.90288546,44.56183768
ENSMUSG00000032691,Nlrp3,358.8305358,293.2579787,296.511452,391.0264205,546.0972541,300.285629,153.7543065,563.448703,450.9230573,170.5703808,313.0106584,370.2190697
ENSMUSG00000032698,Lmo2,104.764569,54.76865397,123.1973275,115.8773417,107.1320639,70.31523599,31.96648831,20.9243967,43.26290298,38.29580161,28.1948532,26.77098994
ENSMUSG00000032702,Kank1,8.083196698,0,0,0.476861488,0,0,0,0,25.46330861,0,0,11.35225523
ENSMUSG00000032705,Exd2,19.33627445,4.194535862,5.740933398,0.238430744,21.48780651,16.74172285,0,0.21571543,9.39423036,31.6930772,7.40712245,0.169436645
ENSMUSG00000032712,2810474O19Rik,148.6674216,209.2474176,126.3005348,292.7929539,192.3158683,164.5254764,92.74783934,125.9778111,130.0359255,114.2271324,181.5939697,184.6859432
ENSMUSG00000032714,Syde1,0,0,0,0.238430744,0.153484332,0,0,0,0,0,0,0
ENSMUSG00000032715,Trib3,0,5.033443034,2.17224507,0.238430744,0.306968664,4.870319376,0,0,0,0,0,0
ENSMUSG00000032717,Mdfi,0,0.119843882,0,0,0.153484332,0,0,9.275763487,0,0,0,0
ENSMUSG00000032718,Mansc1,10.61910154,0.838907172,19.2398849,0,0,27.09115153,0,0.21571543,0,0,0,0
ENSMUSG00000032719,Sbspon,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032724,Abtb2,33.44224516,22.53064977,0.155160362,13.35212168,18.87857287,50.52956352,0,21.57154299,1.977732707,1.100454069,10.99121396,107.7617063
ENSMUSG00000032725,Folr2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032726,Bmp8a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032727,Mier3,6.656750222,26.00612234,11.94734788,12.3983987,72.13763615,53.42131565,0.675348345,45.73167115,3.21381565,19.58808243,22.22136735,14.40211484
ENSMUSG00000032733,Snx33,3.80385727,0.958751054,0,0,7.827700944,0,0.45023223,0,0,0,12.90272943,5.930282581
ENSMUSG00000032735,Ablim3,11.72855992,0,0,0,0,0,0,0,12.60804601,0,0,0
ENSMUSG00000032737,Inppl1,86.06227073,37.39129111,96.35458487,2.861168931,167.4514065,149.0013334,122.2380504,103.1119755,40.04908733,0.880363255,48.50470508,43.20634452
ENSMUSG00000032739,Pram1,0.158494053,0.359531645,1.086122535,0,0.613937329,24.80818932,1.125580574,0.21571543,0.247216588,0,2.867273206,6.608029162
ENSMUSG00000032740,Ccdc88a,258.0283181,196.4241222,270.7548319,411.7698953,174.8186544,193.8995901,311.1104708,340.183233,232.6308097,226.6935383,187.0895767,151.4763608
ENSMUSG00000032741,Tpcn1,14.89844097,30.68003373,26.37726156,28.61168931,52.33815729,33.48344571,30.61579163,14.66864924,66.00682911,2.200908139,30.3453081,28.46535639
ENSMUSG00000032743,D430042O09Rik,19.1777804,22.17111813,6.361574847,42.44067247,0.306968664,41.39771469,36.91904284,66.65606785,51.66826698,0,39.90288546,0.33887329
ENSMUSG00000032744,Heyl,0,0,0.775801811,0,0,0,0,0,0,0,0,0
ENSMUSG00000032745,Gpbp1,177.1963511,124.2781054,91.38945328,126.6067252,131.6895571,201.5094642,172.2138279,113.6820316,127.316543,0.880363255,137.6291139,135.0410062
ENSMUSG00000032750,Gab3,6.815244275,13.42251476,9.930263175,26.9426741,42.05470703,10.9582186,15.98324416,22.86583557,0,43.13779952,3.10621264,34.05676568
ENSMUSG00000032754,Slc8b1,78.13756808,52.73130798,80.21790721,15.02113689,61.85418589,49.9207736,24.98788875,52.41884947,136.95799,52.60170452,32.73470244,84.04057601
ENSMUSG00000032757,Bet1,30.11387005,10.30657383,45.4619861,38.62578056,17.19024521,2.435159688,48.85019693,23.29726643,0.247216588,3.741543836,25.08864056,7.455212388
ENSMUSG00000032758,Kap,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032763,Ilvbl,16.64187556,15.57970463,14.11959295,23.84307442,13.66010557,0.304394961,0.45023223,13.59007209,34.36310579,11.00454069,8.601819619,4.744226065
ENSMUSG00000032766,Gng11,0.633976212,0,0,0,0,0.760987402,0,0,0,0,10.03545622,0
ENSMUSG00000032769,Trpa1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032773,Chrm1,3.645363217,0,0,0,0,3.04394961,0,0,0,0,0,0
ENSMUSG00000032776,Mctp2,7.132232381,0.479375527,0.155160362,2.861168931,0.460452997,0,12.60650243,2.157154299,9.39423036,0,18.87621528,38.6315551
ENSMUSG00000032777,Gtf3c1,21.07970904,23.84893247,14.7402344,12.3983987,13.04616824,8.523058908,114.5841025,53.71314205,50.67940063,92.43814183,42.2922798,22.8739471
ENSMUSG00000032782,Cntrob,4.120845376,0.359531645,5.430612674,5.483907117,19.0320572,0,0,0,0,21.56889976,0.955757735,5.083099355
ENSMUSG00000032783,Troap,9.192655069,1.198438818,5.585773036,0.238430744,11.66480925,0,0,0.21571543,0.988866354,0,4.539849244,0.169436645
ENSMUSG00000032786,Alas1,56.89936499,28.64268774,30.41143097,13.11369093,19.79947886,80.05587474,32.86695277,51.55598775,11.37196307,12.54517639,22.69924622,36.93718865
ENSMUSG00000032788,Pdxk,116.810117,113.2524683,103.8022823,15.97485986,91.47666202,11.26261356,109.631548,103.1119755,85.04250642,98.60068461,72.39864846,44.56183768
ENSMUSG00000032796,Lama1,0,0,0,0,0,0.15219748,0,0,0,0,0,0
ENSMUSG00000032802,Srxn1,6.181268063,19.29486497,34.29044003,50.78574852,0.306968664,0.15219748,30.84090774,11.43291779,12.60804601,26.85107929,20.54879131,7.794085678
ENSMUSG00000032803,Cdv3,87.80570531,65.91413497,48.87551407,10.72938349,54.79390661,28.61312633,23.18695983,9.922909777,32.63258967,43.13779952,53.52243319,57.94733265
ENSMUSG00000032806,Slc10a3,26.31001278,11.98438818,28.08402554,0.476861488,39.13850472,26.17796664,20.93579868,33.8673225,48.45445133,0.220090814,13.3806083,27.61817316
ENSMUSG00000032807,Alox12b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032808,Cyp2c38,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032812,Arap1,182.2681608,152.081886,249.9633434,324.5042429,190.6275406,251.8868302,144.2994296,207.0868127,224.2254457,59.64461056,178.4877571,195.0215786
ENSMUSG00000032815,Fanca,10.61910154,27.44424893,15.20571549,6.437630094,12.43223091,6.848886622,0,4.745739458,0.247216588,18.26753755,12.42485056,31.85408929
ENSMUSG00000032816,Igdcc4,3.80385727,0,0,0,0,0,0,0,0,0,0,0.169436645
ENSMUSG00000032818,Loxhd1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032826,Ank2,6.02277401,7.43032067,5.585773036,95.84915917,18.87857287,10.80602111,55.15344815,28.25872132,20.02454366,0.220090814,14.57530547,3.049859613
ENSMUSG00000032827,Ppp1r9a,14.58145287,4.434223626,0,0,7.827700944,5.022516856,19.35998588,4.530024029,0,0,9.318637921,0
ENSMUSG00000032834,Pwp2,5.705785905,8.149383961,3.723848691,0.715292233,6.906794951,14.30656317,4.052090068,0,21.01341002,0,20.30985188,11.86056516
ENSMUSG00000032839,Trpc1,0,0,0,27.89639707,0,0,0,0,0,0,0,0
ENSMUSG00000032840,2410131K14Rik,6.181268063,3.954848098,1.706763983,0,7.981185277,0,1.800928919,23.29726643,0,59.86470137,0.238939434,0
ENSMUSG00000032841,Prr5l,66.40900817,54.16943456,34.75592111,0.715292233,65.07735687,110.6475683,85.99435589,123.8206568,80.59260783,17.60726511,44.20379527,16.94366452
ENSMUSG00000032842,Abcc10,0.950964317,17.85673838,0,0.715292233,0,0,11.48092186,0,11.12474648,9.68399581,2.150454905,6.099719227
ENSMUSG00000032845,Alpk2,0,0.119843882,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032846,Zswim6,63.39762116,48.29708435,99.61295248,57.46180936,52.49164163,70.31523599,113.9087541,60.83175124,201.234303,110.0454069,74.7880428,70.82451769
ENSMUSG00000032849,Abcc4,37.40459649,49.61536705,30.10111025,36.24147312,19.64599453,17.04611782,47.27438413,24.59155901,106.7975662,45.55879847,33.69046018,10.16619871
ENSMUSG00000032850,Rnft2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032852,Rspo4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032854,Ugt8a,0,0,0,0,0,0,0,0,0,0,1.194697169,0
ENSMUSG00000032855,Pkd1,12.04554802,12.10423206,10.2405839,63.66100871,3.376655309,8.827453869,21.61114703,11.00148693,63.28744664,27.95153336,3.823030942,11.35225523
ENSMUSG00000032860,P2ry2,0,0.479375527,0,0,0,0,0,0,0,0,5.734546413,0
ENSMUSG00000032864,Rag2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032867,Fbxw8,6.02277401,23.36955695,16.44699838,45.3018414,18.26463554,5.479109298,8.329296251,4.961454888,4.944331769,16.28672023,21.02667018,12.70774839
ENSMUSG00000032869,Psmf1,17.75133393,21.6917426,25.60145975,0,18.5716042,2.435159688,34.21764946,13.37435666,16.56351142,9.243814183,34.40727848,23.04338374
ENSMUSG00000032870,Smap2,185.9135241,144.1721898,135.9204772,134.4749397,115.2667335,130.1288458,236.1468045,211.4011213,117.4278795,172.9913797,198.3197301,143.6822751
ENSMUSG00000032872,Cyb5r4,90.1831161,58.84334595,54.15096638,44.10968768,69.68188684,70.16303851,68.88553116,34.94589965,39.30743756,83.85460009,49.22152338,74.21325059
ENSMUSG00000032875,Arhgef17,2.377410794,0,0,0,0,0,0,0,0.494433177,0.440181628,11.94697169,0
ENSMUSG00000032878,Ccdc85a,6.498256169,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032883,Acsl3,43.26887644,11.145481,0.155160362,0.238430744,10.89738759,0,39.17020399,12.08006408,0,0,0.238939434,0.169436645
ENSMUSG00000032889,Gm6685,0,0,0,0,0,0,0,0,0,0,0.716818302,0
ENSMUSG00000032890,Rims3,5.388797799,11.62485653,0,0,0,19.02468506,18.23440531,0,0,11.88490395,13.61954773,0.169436645
ENSMUSG00000032892,Rangrf,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032894,1700031F05Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032897,Nfyc,33.75923327,29.36175103,13.34379114,0.238430744,12.43223091,0.760987402,23.63719206,106.347707,2.719382473,44.23825359,15.77000264,1.694366452
ENSMUSG00000032898,Fbxo21,7.60771454,8.628759488,15.51603621,43.1559647,15.04146456,0.15219748,11.03068963,20.27725041,0.247216588,0,10.51333509,36.42887871
ENSMUSG00000032899,Styk1,0,0,0,0,0,0,8.104180136,15.31579553,10.87752989,0,19.59303358,28.97366633
ENSMUSG00000032900,Tex43,0,0.359531645,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032902,Slc16a1,6.339762116,3.35562869,0.620641448,0.238430744,1.38135899,0.15219748,0,3.235731449,9.888663537,8.143360113,0,2.541549678
ENSMUSG00000032905,Atg12,34.86869164,38.35004217,44.06554284,13.82898316,72.29112049,36.37519784,19.585102,90.16904971,49.1961011,0,71.20395129,41.68141471
ENSMUSG00000032908,Sgpp2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032911,Cspg4,0,0,0,0,0,0,0,0,0,0,0,5.252536001
ENSMUSG00000032913,Lrig2,21.39669714,22.29096201,13.18863078,7.152922326,40.05941072,5.326911817,37.36927507,8.412901767,1.236082942,22.2291722,16.00894207,27.44873652
ENSMUSG00000032915,Adgre4,310.0143675,128.2329535,433.8283725,154.5031223,240.8169173,118.5618373,224.8909988,165.4537348,327.8091963,50.40079638,340.4886933,251.9522914
ENSMUSG00000032921,Odf4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032925,Itgbl1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032932,Hspa13,19.65326256,3.835004217,25.91178047,40.77165726,50.03589231,16.43732789,1.350696689,54.14457291,0.988866354,6.82281523,5.017728111,0.169436645
ENSMUSG00000032936,Camkv,0,0.119843882,0,0,0,0,0,1.725723439,0,0,3.823030942,8.641268904
ENSMUSG00000032937,Fshr,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032939,Nup93,69.73738328,54.88849785,9.930263175,120.6459566,99.76481596,55.85647534,126.9654888,70.75466102,101.6060178,193.6799162,45.159553,23.21282039
ENSMUSG00000032940,Rbm11,0,0,13.4989515,0,0,0,0.225116115,0,0,0,0,0
ENSMUSG00000032942,Ucp3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032946,Rasgrp2,228.5484243,112.6532489,174.400247,277.5333863,174.5116858,193.7473927,299.4044328,278.2729046,105.3142667,182.6753755,123.5316873,158.9315732
ENSMUSG00000032948,Lipi,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032952,Ap4b1,8.71717291,20.13377214,6.827055933,16.92858284,16.11585489,5.174714337,0.225116115,0,14.83299531,1.760726511,21.02667018,0.169436645
